,project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded,geometry,index_right,GDLCODE,iso_code,country,region,layer,path,Continent
360,774,774_924591,4,924591,Northern Region,-11.0,34.0,ADM1,first-order administrative division,6295630|6255146|MW|N,Earth|Africa|Malawi|Northern Region,1,1,China Grants $70 Million for Karonga Chipita highway,,,CHN,Malawi,MWI,210,Transport and Storage,,,Implementation,2008,2008,96523917.0,,19304783.4,,True,False,2008,False,210,Transport and Storage,Grant,Malawi,Malawi,8,"Unspecified Chinese Government Institution, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,ODA-like,Development,70000000.0,USD,0.725208865,1.0,96523917.0,70000000.0,,2008-01-01,,2013-01-01,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,,,,,"Bingu wa Mutharika, ",7,8,EcologicallySensitive,POINT (34 -11),854.0,MWIr111,MWI,Malawi,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
361,774,774_235749,3,235749,Chitipa District,-9.92727,33.42541,ADM2,second-order administrative division,6295630|6255146|MW|N|235749,Earth|Africa|Malawi|Northern Region|Chitipa District,1,1,China Grants $70 Million for Karonga Chipita highway,,,CHN,Malawi,MWI,210,Transport and Storage,,,Implementation,2008,2008,96523917.0,,19304783.4,,True,False,2008,False,210,Transport and Storage,Grant,Malawi,Malawi,8,"Unspecified Chinese Government Institution, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,ODA-like,Development,70000000.0,USD,0.725208865,1.0,96523917.0,70000000.0,,2008-01-01,,2013-01-01,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,,,,,"Bingu wa Mutharika, ",7,8,EcologicallySensitive,POINT (33.42541 -9.92727),854.0,MWIr111,MWI,Malawi,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
362,774,774_928657,3,928657,Karonga District,-10.11153,33.88151,ADM2,second-order administrative division,6295630|6255146|MW|N|928657,Earth|Africa|Malawi|Northern Region|Karonga District,1,1,China Grants $70 Million for Karonga Chipita highway,,,CHN,Malawi,MWI,210,Transport and Storage,,,Implementation,2008,2008,96523917.0,,19304783.4,,True,False,2008,False,210,Transport and Storage,Grant,Malawi,Malawi,8,"Unspecified Chinese Government Institution, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,ODA-like,Development,70000000.0,USD,0.725208865,1.0,96523917.0,70000000.0,,2008-01-01,,2013-01-01,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,,,,,"Bingu wa Mutharika, ",7,8,EcologicallySensitive,POINT (33.88151 -10.11153),854.0,MWIr111,MWI,Malawi,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
363,774,774_235715,1,235715,Karonga,-9.93333,33.93333,PPLA2,seat of a second-order administrative division,6295630|6255146|MW|N|928657|235715,Earth|Africa|Malawi|Northern Region|Karonga District|Karonga,2,1,China Grants $70 Million for Karonga Chipita highway,,,CHN,Malawi,MWI,210,Transport and Storage,,,Implementation,2008,2008,96523917.0,,19304783.4,,True,False,2008,False,210,Transport and Storage,Grant,Malawi,Malawi,8,"Unspecified Chinese Government Institution, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,ODA-like,Development,70000000.0,USD,0.725208865,1.0,96523917.0,70000000.0,,2008-01-01,,2013-01-01,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,,,,,"Bingu wa Mutharika, ",7,8,EcologicallySensitive,POINT (33.93333 -9.93333),854.0,MWIr111,MWI,Malawi,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
364,774,774_235751,1,235751,Chitipa,-9.70237,33.269690000000004,PPLA2,seat of a second-order administrative division,6295630|6255146|MW|N|235749|235751,Earth|Africa|Malawi|Northern Region|Chitipa District|Chitipa,2,1,China Grants $70 Million for Karonga Chipita highway,,,CHN,Malawi,MWI,210,Transport and Storage,,,Implementation,2008,2008,96523917.0,,19304783.4,,True,False,2008,False,210,Transport and Storage,Grant,Malawi,Malawi,8,"Unspecified Chinese Government Institution, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,ODA-like,Development,70000000.0,USD,0.725208865,1.0,96523917.0,70000000.0,,2008-01-01,,2013-01-01,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,,,,,"Bingu wa Mutharika, ",7,8,EcologicallySensitive,POINT (33.26969 -9.70237),854.0,MWIr111,MWI,Malawi,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
365,776,776_927967,1,927967,Lilongwe,-13.966920000000002,33.78725,PPLC,capital of a political entity,6295630|6255146|MW|C|927964|927967,Earth|Africa|Malawi|Central Region|Lilongwe District|Lilongwe,2,1,"China Loans 92.3 million USD for Kwacha Presidential Hotel, International Conference Centre and Presidential Villas",2009-09-08,2012-04-03,CHN,Malawi,MWI,150,Government and Civil Society,,,Completion,2009,2009,125260218.0,,125260218.0,,True,False,2009,False,150,Government and Civil Society,Loan (excluding debt rescheduling),Malawi,Malawi,8,"Export-Import Bank of China, Government Agency",,,,,Vague (Official Finance),Development,92300000.0,USD,0.736866033,1.0,125260218.0,92300000.0,2009-09-08,2010-02-01,2012-04-03,2012-09-30,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,,,,Lilongwe,"Lin Songtian, ; Ken Kandodo, ; Daniel Liwimbi, ; Mr. Sidik Mia, ",6,7,EcologicallySensitive,POINT (33.78725 -13.96692),852.0,MWIr109,MWI,Malawi,Lilongwe,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
366,777,777_927967,1,927967,Lilongwe,-13.966920000000002,33.78725,PPLC,capital of a political entity,6295630|6255146|MW|C|927964|927967,Earth|Africa|Malawi|Central Region|Lilongwe District|Lilongwe,2,1,China loans Malawi $65m for national stadium construction,2013-07-01,,CHN,Malawi,MWI,160,Other Social infrastructure and services,,,Implementation,2009,2009,88211421.0,,88211421.0,,True,False,2009,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Malawi,Malawi,12,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,65000000.0,USD,0.736866033,1.0,88211421.0,65000000.0,2013-07-01,,,2017-11-30,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,20.0,,,Lilongwe,,7,7,EcologicallySensitive,POINT (33.78725 -13.96692),852.0,MWIr109,MWI,Malawi,Lilongwe,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
367,778,778_927967,1,927967,Lilongwe,-13.966920000000002,33.78725,PPLC,capital of a political entity,6295630|6255146|MW|C|927964|927967,Earth|Africa|Malawi|Central Region|Lilongwe District|Lilongwe,2,1,China constructs National Assembly building in Malawi for $40 million,2009-02-16,2010-05-21,CHN,Malawi,MWI,150,Government and Civil Society,,,Completion,2009,2009,54283952.0,,54283952.0,,True,False,2009,False,150,Government and Civil Society,Grant,Malawi,Malawi,10,"Unspecified Chinese Government Institution, Government Agency",,"Anhui Foreign Economic Construction Group Co., Ltd. (AFECC), State-Owned Company",,,ODA-like,Development,40000000.0,USD,0.736866033,1.0,54283952.0,40000000.0,2009-02-16,,2010-05-21,2009-04-30,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,,,,Lilongwe,"Li Zhaoxing, ; President Mutharika , ; Henry Chimunthu Banda, ; Lin Songtian, ",10,9,EcologicallySensitive,POINT (33.78725 -13.96692),852.0,MWIr109,MWI,Malawi,Lilongwe,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
368,779,779_927557,1,927557,Magomero,-15.60271,35.26015,PPL,populated place,6295630|6255146|MW|S|923292|927557,Earth|Africa|Malawi|Southern Region|Zomba District|Magomero,2,1,China Donates Equipment to Ministry of Women and Child Development,2009-01-07,2009-01-07,CHN,Malawi,MWI,420,Women in Development,,,Completion,2009,2009,,,,,True,False,2009,False,420,Women in Development,Grant,Malawi,Malawi,2,"Unspecified Chinese Government Institution, Government Agency",,,"Ministry of Women and Child Development, Government Agency",1.0,ODA-like,Development,,,,,,,2009-01-07,,2009-01-07,,1,553,253,Malawi,MWI,MW,454,676,False,False,False,,,,,,Lilongwe,"Lin Songtian, ; Anna Kachikho, ",3,6,EcologicallySensitive,POINT (35.26015 -15.60271),851.0,MWIr108,MWI,Malawi,Zomba,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
369,783,783_2374775,1,2374775,Bissau,11.86357,-15.59767,PPLC,capital of a political entity,6295630|6255146|GW|11|2374775,Earth|Africa|Guinea-Bissau|Bissau|Bissau,2,1,China funds 20 million USD Judicial Palace,,,CHN,Guinea-Bissau,GNB,430,Other Multisector,,,Completion,2007,2007,32550638.0,,32550638.0,,True,False,2007,False,430,Other Multisector,Grant,Guinea-Bissau,Guinea-Bissau,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,20000000.0,USD,0.614427284,1.0,32550638.0,20000000.0,,,,,1,404,244,Guinea-Bissau,GNB,GW,624,654,False,False,False,,,,,,,"Isaac Monteiro, ",3,7,ChinatoAfrica,POINT (-15.59767 11.86357),430.0,GNBr109,GNB,Guinea Bissau,Bissau,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
370,795,795_11592399,1,11592399,National People's Assembly (Guinea-Bissau),11.8584,-15.5908,BLDG,building(s),6295630|6255146|GW|11|11592399,Earth|Africa|Guinea-Bissau|Bissau|National People's Assembly (Guinea-Bissau),3,1,China builds the National Assembly of Guinea Bissau,,,CHN,Guinea-Bissau,GNB,150,Government and Civil Society,,,Completion,2000,2000,13922889.0,,13922889.0,,True,False,2000,False,150,Government and Civil Society,Grant,Guinea-Bissau,Guinea-Bissau,3,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,6000000.0,USD,0.43094505,1.0,13922889.0,6000000.0,,,,,1,404,244,Guinea-Bissau,GNB,GW,624,654,False,False,False,,,,,,,,4,7,AdditionalCoded,POINT (-15.5908 11.8584),430.0,GNBr109,GNB,Guinea Bissau,Bissau,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
371,810,810_192495,1,192495,Kibera,-1.31667,36.78333,PPL,populated place,6295630|6255146|KE|05|192495,Earth|Africa|Kenya|Nairobi|Kibera,2,1,CDB provided $17 million loan for Low medium income housing projects,,,CHN,Kenya,KEN,160,Other Social infrastructure and services,,,Implementation,2006,2006,31269987.0,,3908748.375,,True,False,2006,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Kenya,Kenya,9,"China Development Bank (CDB), Government Agency",,"Erdemann Property Limited; China Wuyi Co., Ltd., State-Owned Company",,,OOF-like,Development,17000000.0,USD,0.543652291,1.0,31269987.0,17000000.0,,2006-01-01,,,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Non-Concessional,,15.0,,,,"Soita Shitanda, ; Zhu Qingdong, ; Yang Zeyun, ; President Kibaki, ",10,8,EcologicallySensitive,POINT (36.78333 -1.31667),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
372,810,810_184745,1,184745,Nairobi,-1.2833299999999999,36.81667,PPLC,capital of a political entity,6295630|6255146|KE|05|184745,Earth|Africa|Kenya|Nairobi|Nairobi,2,1,CDB provided $17 million loan for Low medium income housing projects,,,CHN,Kenya,KEN,160,Other Social infrastructure and services,,,Implementation,2006,2006,31269987.0,,3908748.375,,True,False,2006,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Kenya,Kenya,9,"China Development Bank (CDB), Government Agency",,"Erdemann Property Limited; China Wuyi Co., Ltd., State-Owned Company",,,OOF-like,Development,17000000.0,USD,0.543652291,1.0,31269987.0,17000000.0,,2006-01-01,,,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Non-Concessional,,15.0,,,,"Soita Shitanda, ; Zhu Qingdong, ; Yang Zeyun, ; President Kibaki, ",10,8,EcologicallySensitive,POINT (36.81667 -1.28333),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
373,810,810_8449758,1,8449758,Great Wall Apartments,-1.38296,36.93891,BLDG,building(s),6295630|6255146|KE|03,Earth|Africa|Kenya|Great Wall Apartments,3,1,CDB provided $17 million loan for Low medium income housing projects,,,CHN,Kenya,KEN,160,Other Social infrastructure and services,,,Implementation,2006,2006,31269987.0,,3908748.375,,True,False,2006,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Kenya,Kenya,9,"China Development Bank (CDB), Government Agency",,"Erdemann Property Limited; China Wuyi Co., Ltd., State-Owned Company",,,OOF-like,Development,17000000.0,USD,0.543652291,1.0,31269987.0,17000000.0,,2006-01-01,,,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Non-Concessional,,15.0,,,,"Soita Shitanda, ; Zhu Qingdong, ; Yang Zeyun, ; President Kibaki, ",10,8,EcologicallySensitive,POINT (36.93891 -1.38296),639.0,KENr104,KEN,Kenya,Eastern,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
374,810,810_184735,1,184735,Nairobi West,-1.3,36.81667,PPLX,section of populated place,6295630|6255146|KE|05|184745|184735,Earth|Africa|Kenya|Nairobi|Nairobi|Nairobi West,2,1,CDB provided $17 million loan for Low medium income housing projects,,,CHN,Kenya,KEN,160,Other Social infrastructure and services,,,Implementation,2006,2006,31269987.0,,3908748.375,,True,False,2006,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Kenya,Kenya,9,"China Development Bank (CDB), Government Agency",,"Erdemann Property Limited; China Wuyi Co., Ltd., State-Owned Company",,,OOF-like,Development,17000000.0,USD,0.543652291,1.0,31269987.0,17000000.0,,2006-01-01,,,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Non-Concessional,,15.0,,,,"Soita Shitanda, ; Zhu Qingdong, ; Yang Zeyun, ; President Kibaki, ",10,8,EcologicallySensitive,POINT (36.81667 -1.3),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
375,810,810_192093,1,192093,Kileleshwa,-1.2833299999999999,36.78333,PPLX,section of populated place,6295630|6255146|KE|05|184745|192093,Earth|Africa|Kenya|Nairobi|Nairobi|Kileleshwa,2,1,CDB provided $17 million loan for Low medium income housing projects,,,CHN,Kenya,KEN,160,Other Social infrastructure and services,,,Implementation,2006,2006,31269987.0,,3908748.375,,True,False,2006,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Kenya,Kenya,9,"China Development Bank (CDB), Government Agency",,"Erdemann Property Limited; China Wuyi Co., Ltd., State-Owned Company",,,OOF-like,Development,17000000.0,USD,0.543652291,1.0,31269987.0,17000000.0,,2006-01-01,,,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Non-Concessional,,15.0,,,,"Soita Shitanda, ; Zhu Qingdong, ; Yang Zeyun, ; President Kibaki, ",10,8,EcologicallySensitive,POINT (36.78333 -1.28333),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
376,810,810_8449763,1,8449763,Lang'ata,-1.3666,36.73324,PPLX,section of populated place,6295630|6255146|KE|08|8449763,Earth|Africa|Kenya|Nairobi|Lang'ata,2,1,CDB provided $17 million loan for Low medium income housing projects,,,CHN,Kenya,KEN,160,Other Social infrastructure and services,,,Implementation,2006,2006,31269987.0,,3908748.375,,True,False,2006,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Kenya,Kenya,9,"China Development Bank (CDB), Government Agency",,"Erdemann Property Limited; China Wuyi Co., Ltd., State-Owned Company",,,OOF-like,Development,17000000.0,USD,0.543652291,1.0,31269987.0,17000000.0,,2006-01-01,,,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Non-Concessional,,15.0,,,,"Soita Shitanda, ; Zhu Qingdong, ; Yang Zeyun, ; President Kibaki, ",10,8,EcologicallySensitive,POINT (36.73324 -1.3666),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
377,810,810_186295,2,186295,Mombasa Road,-1.4666700000000001,37.03333,RD,road,6295630|6255146|KE|00,Earth|Africa|Kenya|Mombasa Road,3,2,CDB provided $17 million loan for Low medium income housing projects,,,CHN,Kenya,KEN,160,Other Social infrastructure and services,,,Implementation,2006,2006,31269987.0,,3908748.375,,True,False,2006,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Kenya,Kenya,9,"China Development Bank (CDB), Government Agency",,"Erdemann Property Limited; China Wuyi Co., Ltd., State-Owned Company",,,OOF-like,Development,17000000.0,USD,0.543652291,1.0,31269987.0,17000000.0,,2006-01-01,,,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Non-Concessional,,15.0,,,,"Soita Shitanda, ; Zhu Qingdong, ; Yang Zeyun, ; President Kibaki, ",10,8,EcologicallySensitive,POINT (37.03333 -1.46667),639.0,KENr104,KEN,Kenya,Eastern,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
378,810,810_8449760,1,8449760,Ngara,-1.27482,36.828959999999995,PPLL,populated locality,6295630|6255146|KE|05|8449760,Earth|Africa|Kenya|Nairobi|Ngara,2,1,CDB provided $17 million loan for Low medium income housing projects,,,CHN,Kenya,KEN,160,Other Social infrastructure and services,,,Implementation,2006,2006,31269987.0,,3908748.375,,True,False,2006,False,160,Other Social infrastructure and services,Loan (excluding debt rescheduling),Kenya,Kenya,9,"China Development Bank (CDB), Government Agency",,"Erdemann Property Limited; China Wuyi Co., Ltd., State-Owned Company",,,OOF-like,Development,17000000.0,USD,0.543652291,1.0,31269987.0,17000000.0,,2006-01-01,,,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Non-Concessional,,15.0,,,,"Soita Shitanda, ; Zhu Qingdong, ; Yang Zeyun, ; President Kibaki, ",10,8,EcologicallySensitive,POINT (36.82896 -1.27482),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
379,823,823_1106542,1,1106542,Chitungwiza,-18.01274,31.07555,PPL,populated place,6295630|6255146|ZW|10|1106542,Earth|Africa|Zimbabwe|Harare|Chitungwiza,2,1,Doctor Visit for the Blind,2010-11-20,2010-11-26,CHN,"Africa, regional| Zimbabwe","Africa, regional|ZWE",120,Health,,,Completion,2010,2010,,,,,True,False,2010,False,120,Health,Free-standing technical assistance,"Africa, regional, Zimbabwe","Africa, regional",5,"Unspecified Chinese Government Institution, Government Agency",,"Zimbabwe Defence Forces (ZDF), Government Agency; Asian Foundation for the Prevention of Blindness (AFPB), Foundation; Eyes for Africa Charity, National NGO","Zimbabwe Defence Forces (ZDF), Government Agency; Eyes for Africa Charity, National NGO",2.0,ODA-like,Development,,,,,,,2010-11-20,2010-11-20,2010-11-26,2010-11-26,2,; 552,298; 265,"Africa, regional; Zimbabwe","Africa, regional; ZWE",XR; ZW,; 716,; 698,False,False,False,,,,,,"Chitungwiza Central Hospital, Harare","Borniface Macheka, ; Jiang Qing De, ; Han Demin, ; Xin Shunkang, ; Sydney Sekeramayi, ; Obadiah Moyo, ; Emmerson Mnangagwa, ",5,8,ChinatoAfrica,POINT (31.07555 -18.01274),1305.0,ZWEr109,ZWE,Zimbabwe,Harare,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
380,824,824_7303940,4,7303940,Bujumbura Rural Province,-3.4627,29.462590000000002,ADM1,first-order administrative division,6295630|6255146|BI|25,Earth|Africa|Burundi|Bujumbura Rural Province,1,1,Mugere Hydropwer Station access road construction (linked to project ID #825),2008-08-08,2009-12-30,CHN,Burundi,BDI,210,Transport and Storage,,,Completion,2008,2008,2335304.0,,1167652.0,,True,False,2008,False,210,Transport and Storage,Grant,Burundi,Burundi,3,"Unspecified Chinese Government Institution, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,ODA-like,Development,1693583.0,USD,0.725208865,1.0,2335304.0,1693583.0,2008-08-08,,2009-12-30,2009-11-01,1,516,228,Burundi,BDI,BI,108,618,False,True,False,,,,,,"Mugere, Province of Bujumbura Rural",,4,9,EcologicallySensitive,POINT (29.46259 -3.4627),54.0,BDIr104,BDI,Burundi,"West (Bubanza, Buja Rural, Cibitoke, Mairie de Bujumbura)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
381,824,824_425378,1,425378,Bujumbura,-3.3822,29.3644,PPLC,capital of a political entity,6295630|6255146|BI|24|425378,Earth|Africa|Burundi|Bujumbura Mairie Province|Bujumbura,2,1,Mugere Hydropwer Station access road construction (linked to project ID #825),2008-08-08,2009-12-30,CHN,Burundi,BDI,210,Transport and Storage,,,Completion,2008,2008,2335304.0,,1167652.0,,True,False,2008,False,210,Transport and Storage,Grant,Burundi,Burundi,3,"Unspecified Chinese Government Institution, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,ODA-like,Development,1693583.0,USD,0.725208865,1.0,2335304.0,1693583.0,2008-08-08,,2009-12-30,2009-11-01,1,516,228,Burundi,BDI,BI,108,618,False,True,False,,,,,,"Mugere, Province of Bujumbura Rural",,4,9,EcologicallySensitive,POINT (29.3644 -3.3822),54.0,BDIr104,BDI,Burundi,"West (Bubanza, Buja Rural, Cibitoke, Mairie de Bujumbura)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
382,825,825_7303940,4,7303940,Bujumbura Rural Province,-3.4627,29.462590000000002,ADM1,first-order administrative division,6295630|6255146|BI|25,Earth|Africa|Burundi|Bujumbura Rural Province,1,1,Rehabilitation of Mugere hydroelectric station,,,CHN,Burundi,BDI,230,Energy Generation and Supply,,,Completion,2007,2007,6418107.0,,3209053.5,,True,False,2007,False,230,Energy Generation and Supply,Grant,Burundi,Burundi,8,"Unspecified Chinese Government Institution, Government Agency",,"Hebei Hydraulic Engineering Bureau; China Gezhouba Group Company Ltd. (CGGC), State-Owned Company",,,ODA-like,Development,30000000.0,CNY,0.614427284,7.6075325,6418107.0,3943460.0,,,,,1,516,228,Burundi,BDI,BI,108,618,False,False,False,,,,,,"Mugere, Province of Bujumbura Rural","Gabriel Ntisezerana, ; Gervais Rufyikiri, Second Vice President of Burundi ; Yu Yuzhong, Chinese Ambassador ",8,9,EcologicallySensitive,POINT (29.46259 -3.4627),54.0,BDIr104,BDI,Burundi,"West (Bubanza, Buja Rural, Cibitoke, Mairie de Bujumbura)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
